ident,name,latitude_deg,longitude_deg,elevation_ft
SCVY,Malla Airport,-38.691387,-72.285553,820
SCVZ,Vina Santa Cruz Airport,-34.698674,-71.563258,360
SCXA,Alupenhue Airport,-35.239445,-71.070831,1600
SCXB,Las Brujas Airport,-31.786667,-71.011108,1483
SCXR,Las Bandurrias Airport,-40.32,-72.224998,328
SCYB,Trilahue Airport,-37.117222,-72.41111,423
SCYC,La Capilla Airport,-40.627777,-72.762222,485
SCYL,Licán Airport,-40.641399,-72.411102,625
SCYO,Poyo Airport,-42.226667,-72.693611,13
SCYR,Los Maitenes Airport,-36.031666,-71.741112,538
SCYU,Cuyumaique Airport,-40.940556,-73.011667,443
SCZB,Pozo Brujo Airport,-40.205278,-72.568056,394
SCZC,Casas Viejas Airport,-32.595276,-71.347221,262
SCZE,Estero Seco Airport,-33.744999,-70.549446,2461
SCZR,Los Zorrillos de Tonlemu,-35.096246,-71.732719,285
SD00,MJ Aviation II Airport,42.679885,-96.699218,1115
SD01,MJ Aviation Airport I,43.89971,-98.11102,1305
SD03,Calico Field,44.050249,-97.335665,1750
SD04,Keystone XL Opal Heliport,45.02,-102.658889,3001
SD05,Thorson Airfield,45.36853,-98.471888,1300
SD06,Faulkton Area Medical Center Heliport,45.030413,-99.134166,1600
SD07,Keystone XL Philip Heliport,44.056081,-101.674607,2338
SD08,Fazenda Martelli 1 Airstrip,-12.53175,-56.708081,1125
SD09,Mid-Dakota Hospital Heliport,43.786534,-99.324675,1735
SD0D,Equiplex Heliport,-16.820161,-49.235414,2608
SD0E,Fazenda Tangará Airport,-9.668485,-50.782555,689
SD0F,Falcão Aéreo Agrícola Heliport,-23.674564,-51.644981,2014
SD0G,Fazenda Santa Paula Airport,-12.815254,-45.485565,2500
SD0J,Vem Sonhar Comigo Heliport,-20.517061,-40.663889,2031
SD0L,Espaço Talismã Heliport,-23.063806,-46.487389,2657
SD0M,Fazenda Campo Dania Airstrip,-18.580421,-57.478666,2657
SD0Q,Fazenda Boa Esperança Airstrip,-19.618428,-49.051116,2267
SD0S,Henrimar Bahia Marina Heliport,-12.979469,-38.518192,23
SD10,Fazenda Vale do Juruena 2 Airport,-9.3914,-58.221169,735
SD11,Amazon Runway,-3.231842,-60.486547,151
SD13,Hofer Private Airport,44.86712,-98.07396,1368
SD14,Valburg Ranch Airport,43.73389,-100.392054,1688
SD15,Fleurish Farm Airport,42.758063,-96.669323,1133
SD17,CDP Hospital Heliport,45.658008,-97.050013,1250
SD18,Keystone Adventures Heliport,43.916269,-103.441726,4969
SD19,Andersen Farms Airport,44.466191,-97.222844,1750
SD1A,Ninho Verde II Heliport,-23.143019,-48.4249,2139
SD1B,Gaspar Airstrip,-8.812264,-62.406175,404
SD1C,Fazenda Indiana Airstrip,-17.632492,-54.295199,1741
SD1F,Fazenda Marupiara Airport,-2.755831,-48.526283,174
SD1G,Época Helistop,-19.900615,-44.064971,3014
SD1H,Pingo do Mula Heliport,-20.234335,-46.314938,2528
SD1I,Fazenda São João Agroer Airport,-13.486176,-53.945414,1526
SD1J,Fazenda São Joaquim Airstrip,3.482131,-61.1345,344
SD1K,Fazenda Ranchinho Airstrip,-19.530461,-53.536425,1591
SD1L,Grupo Shimohira Airstrip,-10.8872,-47.223628,1439
SD1M,Fazenda Rio Branco Airport,-21.659571,-55.699957,1736
SD1N,Fazenda Novo Horizonte Airport,-20.008833,-56.325761,551
SD1P,Fazenda Agropecuária Rio da Prata Airport,-1.208081,-48.162119,110
SD1Q,Rincão dos Sonhos Airstrip,-21.238397,-56.529461,1056
SD1R,Fazenda Reginatto Airstrip,-10.744547,-45.657328,2510
SD1S,Fazenda Muralha Airstrip,-12.797181,-60.650064,1112
SD1T,Boaventura Energy Complex Heliport,-22.648654,-42.863714,49
SD1U,Cruzeiro do Sul Airport,-28.269354,-48.888011,36
SD1V,Fazenda Lago Azul Airstrip,-13.998115,-50.799759,844
SD1X,Fazenda Querência Agroer Airport,-14.234011,-53.904384,1900
SD1Z,Outland Serra da Mesa Airport,-14.250443,-48.276384,1533
SD20,Crooked Lake Lodge Heliport,45.032936,-96.883486,1882
SD21,Hayes Emergency Airstrip,44.374891,-101.01425,1986
SD22,Avera Dells Area Hospital Heliport,43.828501,-96.717278,1570
SD23,Black Hills Health Care System Heliport,43.437336,-103.473305,3528
SD24,Eden Valley Airport,44.446955,-103.398086,3070
SD26,Mike Jacob Sturgis Heliport,44.416801,-103.449997,3280
SD27,Black Hills Flyway Airport,43.367481,-103.551764,3997
SD2B,Fazenda Santa Edwirges Airport,-16.693637,-55.13625,581
SD2C,A Tartaruga Heliport,-23.029701,-44.349253,92
SD2D,Fazenda São Mateus Airport,-12.255,-57.2575,1266
SD2E,Fazenda Santa Ana Airport,-10.689722,-51.473056,715
SD2F,Fazenda Planura Airstrip,-8.9575,-50.104167,673
SD2G,Linha Becker Airstrip,-27.109423,-53.777567,1099
SD2H,Torre Jequitibá Helipad,-23.625343,-46.705579,2795
SD2I,Estância Rancharia Aviação Airstrip,-22.175443,-50.909067,1617
SD2J,Fazenda Vale do Forquilha Airport,-13.004455,-50.982823,715
SD2K,Jotabasso Guiratinga Airport,-16.266389,-53.430278,2507
SD2L,Fazenda Ágape Airstrip,-14.120833,-59.914167,889
SD2M,Fazenda do Taboado Airport,-20.196111,-51.075,1106
SD2N,Érico Veríssimo Airport,-28.720743,-53.645259,1457
SD2O,Bethaville Empresarial Itú Heliport,-23.315912,-47.323136,2083
SD2P,Fazenda São Gabriel Airstrip,-10.303156,-45.807742,2569
SD2Q,Fazenda Bom Jesus Airport,-21.710278,-56.309444,1230
SD2T,Fazenda KPM Airstrip,-12.536124,-54.106361,1050
SD2U,Portofino Rivera Villas Heliport,-3.919638,-38.330998,43
SD2V,Fazenda Santo Antônio Airstrip,-12.911667,-55.845833,1345
SD2W,Fazenda Aguapeí Airport,-21.212285,-50.944467,1489
SD2X,Fazenda Santo Antônio Airstrip,-19.289761,-52.374738,1480
SD2Y,Caminho do Lobo Airstrip,-13.708056,-59.772778,1939
SD2Z,Fazenda Recanto Airport,-13.423979,-60.317929,942
SD30,Selle Airport,43.071905,-98.954982,1988
SD31,Agropecuária Fio d'Água,-14.089192,-52.248619,1275
SD32,Braun Airport,45.434722,-98.444305,1305
SD33,Sky Ranch for Boys Airport,45.479342,-104.005512,3200
SD34,Ita Airstrip,-13.814167,-46.152222,3189
SD35,Bruch Airfield,44.494267,-103.395689,2980
SD36,Booth Ranch Airport,45.12919998168945,-100.75599670410156,2250
SD38,Fazenda Esteios Airstrip,-9.729995,-65.642753,427
SD39,Pista Santa Rita,-5.50723,-56.568259,591
SD3A,Fazenda São Martinho Airstrip,-12.307531,-55.849349,1257
SD3B,Fazenda Perdizes Airport,-11.638105,-56.263481,1194
SD3C,Thera Corporate Helipad,-23.598889,-46.69,2644
SD3E,Fazenda Rio Madeira Airport,-9.642562,-64.837556,433
SD3F,Matusa Heliport,-2.79621,-40.509238,62
SD3G,Fazenda Verde Airport,-16.589892,-54.859883,1834
SD3H,Fazenda Angola Airport,-9.805995,-51.870092,1014
SD3I,Raízen Heliport,-22.695704,-47.618673,1736
SD3J,Fazenda Santa Pilar Airstrip,-21.499444,-53.276944,1394
SD3L,Manoel Rodrigues Airstrip,-5.448889,-40.2225,1181
SD3M,Fazenda São Francisco Airstrip,-14.973333,-57.425556,676
SD3N,Aerounião Airstrip,-23.877778,-54.509722,1194
SD3P,Fazenda Morando Airstrip,-22.085556,-52.851389,1188
SD3Q,Fazenda Panorama Airport,-13.400127,-46.10003,3058
SD3R,Fazenda Zohar Airstrip,-15.366667,-60.045556,755
SD3S,Fazenda Brasil Airstrip,-9.132778,-68.586709,574
SD3T,Trimais Center Helipad,-23.478589,-46.610173,2785
SD3U,Idilia Lurdes Zandona Bedin Airport,-12.427696,-55.680445,1257
SD3V,Fazenda Divisão Airport,-12.997275,-56.271327,1319
SD3W,Fazenda Rio Vermelho Airport,-13.681229,-60.205855,896
SD3Y,Rio Louro Airstrip,-22.293172,-41.759826,16
SD3Z,Fazenda Eldorado Airport,-10.823056,-52.371389,1020
SD40,Rapid City Regional Hospital Helipad,44.056737,-103.225079,3354
SD41,Shambo Ranch Airport,45.53329849243164,-101.83399963378906,2500
SD43,Ingle Airport,44.23970031738281,-98.04969787597656,1305
SD44,Cook Field,43.783553,-99.255295,1678
SD45,Community Memorial Hospital Heliport,44.87120056152344,-98.52120208740234,1300
SD46,Jensen Airport,43.83330154418945,-96.85030364990234,1520
SD47,Hunt Field,45.00279998779297,-101.21299743652344,2440
SD48,Blomberg 42 Ranch Private Airport,45.20000076293945,-102.6500015258789,2610
SD49,Hite Private Airport,45.28215,-98.04755,1320
SD4A,Agrícola Dall Olivo Airstrip,-28.029722,-51.520556,2697
SD4C,HELPN Anderson Franco Helipad,-19.4595,-42.571195,1096
SD4D,Fazenda Ibicuí Airport,-29.753193,-55.155211,489
SD4E,Fazenda Seara Airport,-14.049243,-45.718871,2785
SD4F,Fazenda Chapadão Airstrip,-13.924428,-59.492963,2152
SD4G,Fazenda Chocolate Airstrip,-9.567788,-68.290944,610
SD4I,SAC Firearms Heliport,-23.279167,-47.336111,1854
SD4J,Fazenda Ouro e Prata Airport,-21.852061,-56.862899,1289
SD4K,Hospital Estadual de Sorocaba Helipad,-23.526917,-47.519259,2060
SD4M,IBR Heliport,-4.2644,-38.948,2828
SD4N,Hospital de Urgência e Emergência de Rio Branco Helipad,-9.964465,-67.814441,591
SD4O,Fazenda Entre Rios Airstrip,-16.710943,-47.521764,3314
SD4Q,Fazenda Garrote I Heliport,-15.330833,-51.164167,876
SD4S,São Salvador Alimentos Itaberaí Heliport,-16.0075,-49.798889,2306
SD4T,São Salvador Alimentos Nova Veneza Heliport,-16.37796,-49.29556,2733
SD4U,Ruaro Airport,-22.235392,-54.71424,1322
SD4V,Socorro Airport,-22.560973,-46.545574,2592
SD4W,Fazenda Realeza Airstrip,-20.697794,-54.631823,0
SD4X,Tedesco Heliport,-25.56651,-52.997222,1371
SD4Y,Fazenda Vista Alegre Airstrip,-16.770461,-44.792445,2149
SD4Z,Fazenda Santo Eugênio Airstrip,-19.334227,-56.720752,325
SD50,Harrold Municipal Airport,44.530899,-99.747498,1787
SD52,Avera Queen of Peace Hospital Helistop,43.714593,-98.008161,1386
SD53,Howard Field,42.904422,-96.81076,1250
SD54,Avera St. Luke's Hospital Heliport,45.461866,-98.47685,1308
SD55,Winter Airfield,44.315935,-98.279246,1323
SD57,W L Thompson Airport,44.566601,-100.75,2113
SD58,Burke Hospital Heliport,43.182336,-99.293697,2210
SD59,Fazenda Terra Santa Heliport,-12.411306,-39.008278,525
SD5B,Fazenda São Judas Tadeu Airstrip,-19.405656,-53.16042,1934
SD5C,Fazenda Estrela Grande Airstrip,-15.15412,-50.532449,1055
SD5D,Fazenda Indaiá II Airstrip,-19.125675,-53.053367,2201
SD5E,Fazenda Serra da Lua Airport,2.608264,-60.212186,358
SD5F,São Vicente de Paulo Hospital Helistop,-21.138282,-41.678985,359
SD5G,Fazenda Viúva Negra Airstrip,-27.641864,-49.761214,3068
SD5I,Agrodan  Airstrip,-8.667458,-39.162056,1071
SD5L,Teófilo Otoni Regional Hospital Helipad,-17.831536,-41.507514,1106
SD5W,Fazenda Santo Antônio Heliport,-19.314664,-44.151822,2129
SD5X,Heli Boss Heliport,-23.008569,-43.301817,20
SD5Z,Fazenda Pamaluce Airstrip,-14.930284,-48.718138,1822
SD61,Plihal Farms Airport,43.01019,-97.866235,1435
SD65,Whipple Ranch Airport,45.437698,-96.999802,1462
SD67,Flandreau Medical Center Heliport,44.051601409899995,-96.5920028687,1570
SD68,Flying T Airport,43.384700775146484,-103.43099975585938,3675
SD69,Badlands Heliport,43.78332,-101.896261,2500
SD6A,Todeschini Airstrip,-30.5475,-52.8975,787
SD6B,Fazenda Chapadão,-9.93461,-53.767746,1135
SD6D,Granitos.com Heliport,-28.662867,-51.740627,2031
SD6E,Combate Aviação Agrícola Airstrip,-17.750567,-49.779031,2457
SD6F,Hospital Estadual de São José dos Campos Helipad,-23.238596,-45.908046,2011
SD6G,Fazenda Esplanada Airstrip,-12.213333,-48.555833,915
SD6H,Fazenda Hill Valley Airport,-29.563301,-51.374597,33
SD6I,Ninho do Pássaro II Heliport,-26.713563,-48.913335,200
SD6J,Fazenda Fortaleza Airstrip,-11.174806,-57.244448,1004
SD6K,Fazenda Guará Airstrip,-15.050319,-60.018426,804
SD6L,Fazenda Paraíso Airstrip,-20.820278,-53.422778,1266
SD6M,Parque da Cidade Torre B1,-23.625,-46.705,2746
SD6N,Fazenda Chapadão Airport,-9.744952,-54.016668,1168
SD6O,Pontal das Graças Heliport,-23.292658,-49.737586,2992
SD6P,Belmonte Airport,-15.8717,-38.871899,10
SD6Q,Parque da Cidade Torre B2 Helipad,-23.624955,-46.704404,2703
SD6R,Parque da Cidade Torre B3 Helipad,-23.624886,-46.703643,2667
SD6S,Fazenda Torre III Airsrtip,-16.855913,-53.601046,2615
SD6T,Fazenda Santa Maria Airstrip,-20.869444,-54.429444,1654
SD6U,Fazenda Brasnorte Airstrip,-12.69,-58.191111,1447
SD6V,Aeródromo Privado Fazenda Maringá III,-14.447571,-60.124823,669
SD6W,Helisai Heliport,-27.680506,-48.765772,43
SD6X,Malboro Airport,2.701879,-60.848301,269
SD6Y,Fazenda Bom Retiro Airstrip,-9.358056,-67.789722,581
SD6Z,VCM Airstrip,-23.220556,-50.6075,1371
SD70,Fazenda Vitória Airport,-19.615596,-54.976424,1230
SD71,Bogner Field,43.1166,-103.366997,3660
SD72,Vig Ranch Airfield,44.849998474121094,-102.58399963378906,2600
SD74,Vander Wal Private Airport,45.99549865722656,-100.3759994506836,1955
SD75,JMG Agropecuária Airstrip,-19.023319,-45.4117,1952
SD76,Tennant Ranch Airport,45.82864,-103.940593,3090
SD78,Anderson Aerial Spraying Airport,43.9015007019043,-99.87889862060547,1750
SD7B,Fazenda Bahia Airstrip,-0.755395,-55.053735,1578
SD7C,Serrinha Airport,-25.459637,-50.034378,2717
SD7E,Fazenda Canaã Airport,-4.960619,-42.792601,400
SD7F,Fazenda Filipinas Airstrip,-10.783142,-68.569479,689
SD7G,Fazenda Leyton Airport,-13.963333,-55.651111,1680
SD7I,Canto Grande Heliport,-27.187246,-48.507202,16
SD7J,Estância Rio Branco Airport,-15.079722,-57.241389,604
SD7K,Barracuda Heliport,-14.28048,-38.984933,102
SD7L,Fazenda Tozzo I Airstrip,-13.393625,-58.001182,1696
SD7M,Moinho Airport,-18.903074,-48.784112,2454
SD7N,Fazenda Lago Azul Airstrip,-21.953501,-54.814668,1073
SD7O,Giongo Participações - Fazenda Camila Airport,-13.734591,-53.616987,1722
SD7P,Fazenda Terra Madre Airstrip,-7.950556,-47.524444,728
SD7Q,Fazenda Norton Airport,-8.423611,-45.923611,1614
SD7R,Refúgio das Garças Heliport.,-12.743425,-38.513335,3
SD7S,Fazenda Guatambu Airport,-9.746181,-55.448171,1066
SD7T,Base de Operações Aéreas da PRF Heliport,-29.9725,-51.176111,33
SD7V,Ten. Brig. Ar Waldir de Vasconcelos Heliport (Moved to the airport),-22.981916,-43.378032,10
SD7X,Fly Aviação Agrícola Airport,-12.139167,-56.1225,1260
SD7Y,Villa Pinheiro Heliport,-23.64,-47.370278,2805
SD7Z,Fazenda Tartus Airstrip,-6.252453,-47.149313,745
SD80,Mobridge Regional Hospital Heliport,45.545711,-100.449046,1670
SD83,Lee Airport,44.215599060058594,-97.60749816894531,1555
SD86,Monument Health Custer Hospital Heliport,43.772601,-103.593682,5300
SD87,Platte Community Memorial Hospital Heliport,43.3843994140625,-98.83560180664062,1618
SD8A,Agropecuária Antunes Airport,-22.744763,-55.232613,1634
SD8B,Fazenda São Domingos Airport,-17.635,-56.355833,400
SD8D,HDG Heliport,-16.734115,-49.155194,2264
SD8E,Fazenda Três Corações Airstrip,-7.424742,-50.781599,1125
SD8G,Fazenda Tambaú Airstrip,-1.614735,-54.547679,404
SD8J,Guarujá Golf Club Heliport,-23.970833,-46.194444,33
SD8K,Planalto da Conquista Airstrip,-14.690285,-40.456229,3051
SD8L,Heliponto da Base Naval do Rio de Janeiro,-22.870808,-43.135505,7
SD8M,Fazenda Alegria - H Heliport,-4.334444,-45.359167,135
SD8N,Fazenda Nova Era Agropecuária Airstrip,-15.356406,-60.105561,791
SD8O,Berço das Gerais Airport,-14.770743,-43.609586,1526
SD8P,GAPS 1 Airport,-9.414194,-49.85009,650
SD8Q,Aeroagrícola Tangará Airstrip,-20.685,-47.914167,2464
SD8R,São José da Boa Vista I Airstrip,-12.365556,-58.334722,1099
SD8S,Fazenda Alegria – P Airstrip,-4.319444,-45.367778,167
SD8U,UTIDA Airstrip,-13.337778,-58.006111,1654
SD8V,Fazenda Campos Belos Airstrip,-5.57661,-48.06032,587
SD8W,Fazenda Palmeiras do Guaporé Airport,-15.235,-60.246389,906
SD8X,Canal SS Airport,-19.069226,-50.990664,1549
SD8Y,Fazenda São Pedro Airstrip,-4.8875,-47.220556,932
SD8Z,Fazenda Tocantins Airstrip,-12.729049,-54.438111,1089
SD90,Mitchell's Strip,44.467519,-103.786882,3920
SD92,Telstar Heliport,43.698299407958984,-98.02149963378906,1310
SD93,Gary Myers Airport,44.864200592041016,-99.60639953613281,1930
SD94,Lundin Airport,44.99300003051758,-96.47699737548828,1186
SD95,Fazenda Sete de Setembro Airport,-14.056831,-52.577289,1251
SD96,Pioneer Memorial Hospital Heliport,43.1758,-97.084198,1350
SD97,Oller Airport,43.87779998779297,-100.36199951171875,2100
SD98,Barber Airport,44.462501525878906,-102.552001953125,2655
SD9A,Caputi Airport,-12.719167,-60.2025,1821
SD9B,Fazenda Planada Airport,-7.564035,-56.711844,945
SD9D,Pista Girassol,-5.357596,-57.140031,423
SD9E,Fazenda Curuá Airstrip,-1.394722,-55.126111,230
SD9F,Fazenda Santa Tereza Airstrip,-9.224444,-68.840278,617
SD9G,Fazenda Maria da Penha Galletti Gava Airstrip,-2.065833,-56.4475,85
SD9H,Fazenda Floresta Heliport,-4.676264,-44.862449,187
SD9I,Rancho Oliveira Airstrip,-7.047174,-55.365195,833
SD9J,Frigorífico Nutribrás Heliport,-12.482347,-55.70901,1253
SD9K,Villa do Lago Heliport,-20.313875,-44.70866,2589
SD9L,Aeroparque Paulo,-8.088011,-49.934211,702
SD9M,Sítio Mequéns Airstrip,-13.095556,-62.387778,561
SD9N,Bahia Blue Heliport,-16.499167,-39.071667,82
SD9P,Zo´é Airport,-0.327078,-55.837444,974
SD9Q,Arena Fly Airport,-19.019806,-48.334372,2799
SD9R,Fazenda Vitória Airport,-12.124603,-45.376239,2421
SD9S,Fazenda Madre Regina Airport,-11.844545,-45.793741,2562
SD9T,Dias Branco Heliport,-4.431177,-37.780062,33
SD9U,Copobras Heliport,-28.32109,-49.183999,167
SD9V,Fazenda Touro Morto Airport,-19.915,-57.612222,282
SD9X,Fazenda Aparecida Heliport,-21.039722,-48.5175,1893
SD9Y,Noma Airstrip,-12.096198,-63.509715,538
SD9Z,Fazenda Independência Airport,-12.579633,-60.135748,2001
SDA1,São Sebastião Airport,-2.142778,-52.798056,262
SDA2,Attack Heliport,-19.597222,-43.881389,2438
SDA3,Fazenda Serra Dourada Airport,-14.339912,-59.649242,873
SDA6,Porto Airstrip,-26.267458,-51.028055,2464
SDA7,Fazenda Nossa Senhora Aparecida Airport,-15.178333,-57.706944,643
SDA8,Fazenda Passagem Funda Airport,-13.959684,-46.103506,2772
SDA9,Tijucas do Sul Airstrip,-25.873888,-49.175278,2966
SDAA,Araras Airport,-22.338227,-47.357898,2247
SDAC,Aché Heliport,-23.474943,-46.522154,2444
SDAD,Everaldo Moras Barreto Airport,-21.696275,-51.097509,1394
SDAE,São Pedro Airport,-22.583127,-47.896111,1858
SDAF,Fazenda Palmeiras Airport,-22.1567,-47.719299,2802
SDAG,Angra dos Reis Airport,-22.9753,-44.307098,10
SDAH,Signo Resgate Alphaville Heliport,-23.493536,-46.8483,2585
SDAI,Americana Airport,-22.755917,-47.269408,2085
SDAJ,Fazenda Recanto Airport,-22.591303,-54.063315,1253
SDAK,Solar das Paineiras Heliport,-22.2965,-46.8556,2427
SDAM,Estadual de Campos dos Amarais - Prefeito Francisco Amaral Airport,-22.859866,-47.107573,2008
SDAN,Fazenda Santo Ângelo Airport,-22.245274,-48.259931,1680
SDAO,Fazenda Portela Airport,-14.025612,-56.543219,1522
SDAP,Hospital Paulistano Helipad,-23.56528,-46.642225,2798
SDAS,Fazenda Santo Antônio Airport,-21.276203,-51.283088,1141
SDAT,Hospital e Maternidade Vitória Helipad,-23.56323,-46.561786,2602
SDAU,Fazenda Itau Airport,-19.4685,-52.6214,1516
SDAW,Banco Industrial Heliport,-23.591903,-46.68543,2461
SDAX,Bradesco - Sta Cecília Heliport,-23.539454,-46.649323,2549
SDB2,Fazenda Guarabu Airport,-7.35691,-48.804732,702
SDB3,AFG I Airport,-14.600279,-58.903478,2582
SDB4,Fazenda Morumbi Airstrip,-11.889061,-51.909806,1073
SDB6,Dal Amargosa Heliport,-13.041667,-39.595833,1247
SDB7,Fazenda Lagoa do Guaporé II Airport,-15.303611,-59.223056,1007
SDBA,Batatais Airport,-20.877218,-47.585757,2890
SDBB,Bebedouro Airport,-20.900252,-48.473547,1942
SDBC,Bradesco Alphaville Heliport,-23.487479,-46.857773,2546
SDBE,Biopalma Airport,-2.208,-48.8146,52
SDBF,Porto Seguro Heliport,-23.530323,-46.64541,2575
SDBG,Barra Green Heliport,-23.006633,-43.347282,13
SDBH,Bandeirantes Heliport,-23.595202,-46.710718,2641
SDBI,Fazenda Piray Airport,-23.885222,-55.055907,1161
SDBK,Botucatu - Tancredo de Almeida Neves Airport,-22.937765,-48.468161,3012
SDBL,BFC Heliport,-23.562178,-46.654054,2923
SDBM,Hospital Beneficência Portuguesa Heliport,-23.567798,-46.641469,2782
SDBN,Associação Recreativa Fazenda Bonanza Airport,-23.687623,-47.557561,2316
SDBO,Morada Nova Heliport,-19.466255,-44.372855,2421
SDBP,Fazenda Pontal Airport,-15.736869,-51.116102,1351
SDBQ,Hospital São Mateus Helipad,-3.741723,-38.480081,413
SDBV,Balneário São Januário Airport,-24.869,-47.7625,26
SDBW,Banespa República Heliport,-23.54356,-46.644634,2676
SDBY,Bariri - Aparecido O. Silva Airport,-22.069201,-48.706402,1594
SDC0,Santa Maria das Barreiras Airport,-8.850278,-49.725833,564
SDC1,Comandante Wilson do Egito Coelho Heliport,-5.020642,-41.237036,755
SDC2,Fazenda Onça Preta Airstrip,-9.02592,-65.927796,538
SDC3,Algodoeira Santa Luzia Airport,-13.690859,-58.863761,1968
SDC4,Condomínio Aeronáutico Hangar Fly Residence Airport,-9.32415,-40.47118,1253
SDC6,Fazenda Bom Destino Airstrip,-22.974444,-55.316111,1430
SDC7,Heliponto do Centro de Avaliação da Ilha da Marambaia (CADIM),-23.061338,-43.989832,3
SDCA,Capão Bonito Airport,-24.034346,-48.356246,2402
SDCD,Catanduva Airport,-21.1492,-48.988701,1841
SDCG,Senadora Eunice Micheles Airport,-3.46907,-68.921056,335
SDCJ,Fazenda São Domingos Airstrip,-17.689156,-53.584238,1810
SDCL,Fazenda Campo Alegre Airport,-23.154167,-49.208889,2182
SDCM,Sete Povos Airport,-12.863937,-46.163263,2957
SDCN,Centro Médico Naval Marcílio Dias Heliport,-22.913248,-43.283499,409
SDCO,Sorocaba Airport,-23.478001,-47.490002,2083
SDCP,Hotel Sant`anna Heliport,-22.736913,-46.747041,2598
SDCQ,Mediterâneo Heliport,-23.593211,-46.853074,2648
SDCR,Fazenda Caiçara Airport,-24.068469,-46.827228,39
SDCS,Veracel Heliport,-16.092557,-39.413109,476
SDCT,Fazenda Santo Antonio do Oriçanga Airport,-22.232574,-46.969278,2237
SDCU,Brigadeiro Francisco Pinto de Moura Airport,-22.557248,-42.114451,20
SDCV,Citibank Helipad,-23.564956,-46.65348,3005
SDCW,Fazenda Paloma Airport,-20.321423,-48.833504,1709
SDCY,Camargo Corrêa Heliport,-23.591726,-46.687818,2835
SDCZ,Fazenda Bom Jardim Airport,-22.935009,-44.091702,13
SDD2,Dolce Vita Praia Morro de São Paulo Heliport,-13.412222,-38.914167,26
SDD3,Fazenda Tangará Airport,-12.634957,-51.276058,735
SDD4,Fazenda Pérola Airport,-12.448789,-45.452741,2395
SDD6,Fazenda Nova Aliança Udo Kudiess e Filhos Airport,-7.523437,-44.499934,1322
SDD9,Pista São Bento,-5.258659,-57.471703,367
SDDB,Paradiso Agropecuária Airport,-22.617649,-50.09019,1703
SDDD,Fazenda São Francisco Airport,-17.8615,-55.78457,433
SDDE,Fazenda Dois Irmãos Airport,-8.012773,-61.777196,344
SDDG,Hospital Samaritano Heliport,-23.538711,-46.662451,2966
SDDH,Birmann 29 Heliport,-23.588865,-46.681144,2614
SDDI,Fazenda Tamara Airport,-21.59237,-50.833044,1306
SDDJ,Fazenda Santa Maria Airport,-20.849434,-50.083376,1506
SDDK,Saint-Exupéry Airport,-22.481225,-49.985884,1886
SDDN,Andradina Airport,-20.925031,-51.382252,1247
SDDO,Cândido Mendes Helipad,-22.904167,-43.175278,460
SDDQ,Fazenda São Francisco Airport,-11.69435,-45.51127,2480
SDDR,Dracena Airport,-21.460501,-51.606899,1220
SDDT,Imbetiba Heliport,-22.388895,-41.770653,18
SDDV,Usina Catanduva Airport,-21.12886,-48.845197,1860
SDDX,Fazenda Paiquerê Airport,-19.884363,-50.504632,1411
SDDY,Cesari Heliport,-23.823639,-46.367939,246
SDDZ,Vila São Paulo/Mercosul Heliport,-22.696708,-51.332634,1217
SDE1,Fazenda Santa Luzia Airport,-9.343584,-51.744906,942
SDE3,Localiza BH Helipad,-19.884745,-43.946659,3022
SDE6,Fazenda ITK Agro Airport,-30.031667,-55.313611,607
SDE8,Hospital Cinco de Outubro Heliport,-6.523769,-49.845358,945
SDE9,Fazenda ACF Heliport,-22.839349,-46.213539,3182
SDEA,Edifício HSBC Tower Heliport,-23.583497,-46.6842,2619
SDED,Scoda Aeronáutica Airport,-22.440516,-47.700402,2008
SDEH,Fazenda Santo Antônio Heliport,-22.379294,-47.32624,2047
SDEI,Canopus Corporate Alphaville Heliport,-23.503812,-46.844784,2844
SDEJ,Fazenda Guará do Pinhal Airport,-23.666115,-48.072935,2036
SDEK,Barra do Una Heliport,-23.73622,-45.747076,43
SDEL,Condomínio Spázio Central JK Heliport,-23.591092,-46.685693,2684
SDEM,Estância Machado Airport,-22.104056,-51.454858,1388
SDEN,Costa Esmeralda Airport,-27.1665,-48.6218,20
SDEO,Fazenda Entre Rios Airport,-21.878599,-48.659401,1709
SDEP,Geraldo Moacir Bordon State Airport,-21.774665,-52.143281,974
SDEQ,Vigor Helipad,-23.533139,-46.604063,2434
SDER,Fazenda Entre Rios Airport,-20.764496,-50.856979,1214
SDES,Estância Colorado Airport,-20.761969,-47.862237,2372
SDET,Tietê Airport,-23.105033,-47.723814,1644
SDEU,Empresarial Anhanguera Heliport,-23.384807,-46.832152,2658
SDEW,Júlio Simões – Garagem Heliport,-23.541878,-46.229307,2461
SDEX,Fazenda Nossa Senhora do Carmo Airstrip,-12.58051,-45.824347,2543
SDEY,Imigrantes Heliport,-23.689267,-46.605768,2554
SDEZ,Unibanco Eusébio Matoso Helipad,-23.572336,-46.698579,2680
SDF0,Fazenda Vedana Airport,-12.363246,-55.416746,1243
SDF2,Mãe Nina Airstrip,-23.303461,-53.899779,951
SDF3,Fazenda Santa Helena Airport,-17.305857,-54.444204,1863
SDF4,Agropecuária VR Airport,-13.49566,-57.988015,1752
SDF6,Décio Uberlândia Heliport,-19.015278,-48.209722,2907
SDF7,Clube Aeronáutico Avaré Airport,-23.241111,-48.985,2028
